width;height;bbox
2424;1237;2598398.177692481,1254724.1603602578,2598606.3811835167,1254830.4094190083
2514;1290;2599382.0021439292,1232186.7421474627,2624323.5471277027,1244984.9096212366
1943;1135;2630369.0630874876,1239384.0324905429,2630415.859728569,1239411.3686653383
2001;1123;2631649.1081094276,1244907.5968236413,2632623.070706024,1245454.2035182829
2091;1377;2603952.7997304644,1222593.8371940327,2604318.2657839493,1222834.5099609618
2436;1200;2600032.464759377,1233164.9302844938,2600073.4810087914,1233185.1353334666
1966;1245;2608422.966538724,1232436.276927152,2608546.9431650485,1232514.7870491126
2331;1404;2593950.432918362,1253531.3801802932,2596488.1912204507,1255059.9141383083
1965;1145;2628365.526623234,1249393.3869712062,2636708.7088041436,1254254.9358756037
2116;1422;2595505.574118558,1258667.2371975388,2604599.500514135,1264778.5620248122
2058;1215;2640442.9247110365,1254892.2025607335,2640470.490650909,1254908.4769129907
2280;1256;2610994.958421613,1229862.0026327504,2611079.45349655,1229908.5490424528
1985;1282;2596161.2472287496,1218780.5313032696,2634758.6793821533,1243708.4446638057
1990;1208;2606355.192930539,1256770.925979906,2606553.4047959726,1256891.2475545008
1975;1089;2605585.259168102,1256531.9900485526,2612453.388254819,1260319.0242639624
1985;1190;2613390.3047153503,1248724.1007948138,2613412.373607387,1248737.331012206
2457;1162;2601590.7212909027,1231724.405545462,2603754.460818241,1232747.712558391
2090;1243;2637972.9115794436,1252868.6824867646,2640199.8903491446,1254193.1488076923
2208;1248;2610307.249265473,1232451.9618562453,2615426.4640998165,1235345.4311104396
2333;1420;2617349.4437329564,1256477.4018428356,2617379.2774255164,1256495.5603698117
2441;1379;2631449.6587919197,1248195.585249117,2640229.168796038,1253155.4149482893
2313;1115;2605768.494422816,1211466.2986492484,2628542.125263113,1222444.508068587
2096;1299;2614848.457202309,1230436.943781463,2614874.8842205238,1230453.3219764354
2544;1266;2599955.5916816676,1211312.1945263224,2609937.8948480245,1216279.8029416555
2180;1331;2611605.4779563406,1224404.7957848958,2611795.038351942,1224520.5319713843
2053;1158;2606511.0075508435,1257725.758778656,2606541.4748425507,1257742.9439339396
2444;1334;2598436.3943462255,1231983.1427775107,2598462.9485887117,1231997.6367871163
2226;1207;2600740.463936969,1228600.9257550521,2605761.513206458,1231323.4803230094
2545;1196;2600534.0666112714,1258563.4573578893,2602497.559159199,1259486.1831289392
1965;1119;2616644.300510999,1222765.4764541101,2636173.816183106,1233886.8647681496
2473;1279;2609293.0255474453,1232843.9866451288,2613916.7302439273,1235235.3001537418
2035;1227;2592046.5977016706,1240772.1624272387,2606045.9882645197,1249213.0726093594
2478;1259;2600216.084447557,1226765.4801987351,2600255.2812296674,1226785.3949479994
2425;1121;2595384.9907047926,1210823.8674420123,2633530.2598437835,1228457.206289356
2250;1233;2601358.7917666645,1227974.5157312846,2601635.790366133,1228126.3109637934
2410;1437;2605124.568489308,1242173.3577791622,2609652.8881185227,1244873.4388194864
2517;1084;2628659.5559238666,1254252.612427115,2642518.8961048513,1260221.4343405785
2224;1148;2611506.0582746677,1219366.9930879734,2622056.300508853,1224812.8915074184
2087;1322;2611789.7435314595,1250983.8819290628,2616320.509962912,1253853.8738899543
2041;1283;2609774.0972839044,1244205.619170854,2626939.1234120484,1254995.7850319066
2054;1212;2602158.026529264,1256222.6534466115,2602430.4990779194,1256383.4308219622
2428;1348;2610209.2650181036,1248207.7735357243,2610328.570788338,1248274.010841439
2355;1146;2626176.6511676046,1242155.970438044,2636434.509437935,1247147.692551759
2201;1132;2603930.545227931,1222452.7123839178,2603958.0103516914,1222466.8380177647
2161;1145;2606884.259715999,1256929.6589919408,2608221.1366533157,1257637.9996181452
2114;1387;2600956.8849403556,1219227.5127149494,2600981.9905048707,1219243.9845304568
2379;1213;2607299.8434090386,1228277.309333997,2615679.846855873,1232550.0895698143
2246;1327;2619688.1715903273,1258494.8234033815,2619963.0452014823,1258657.226467497
2186;1332;2638568.9210788673,1244185.7864071685,2641830.371737711,1246173.0930300322
2394;1384;2601947.809560731,1249199.9029270222,2608826.908264247,1253176.792068904
2080;1394;2616493.8824122027,1257500.9210599535,2616563.090314459,1257547.303663677
2094;1098;2598901.0715854107,1210819.3070188193,2639307.7434915924,1232006.7596229198
2048;1415;2621060.4101689807,1236579.8890052782,2626120.830675459,1240076.224462635
1928;1336;2601905.903844508,1216231.1444473166,2604466.3351946385,1218005.385258403
2265;1371;2625178.177887243,1243893.0526579611,2643947.294665899,1255253.9617544457
2200;1164;2608365.5523681445,1228875.8551677053,2616855.784077176,1233367.9595810294
2559;1223;2605452.875920963,1229826.6670759523,2605538.3639530004,1229867.5236070903
2067;1352;2603737.5434947144,1211876.5043935794,2618839.2307839803,1221754.337589074
2101;1249;2608634.5161001286,1215383.134771636,2640887.672275515,1234556.9529834671
2533;1103;2601778.1895200643,1246351.4906982838,2603452.8705668426,1247080.7339650018
2266;1328;2605290.4133400116,1217941.3931309509,2627144.264474487,1230748.9457816936
2101;1181;2600291.902851345,1231008.509354909,2603182.2735266536,1232633.2250938616
2428;1166;2593446.708284367,1242956.5579521628,2612617.6759371543,1252163.0440654866
2533;1210;2620728.17288552,1242569.3521301853,2622540.491344862,1243435.0865699025
2096;1413;2596977.8672860814,1224219.6376754495,2597042.6861340534,1224263.3347327893
2540;1246;2616255.766783361,1238755.46219014,2630263.674111784,1245627.0576748704
2199;1247;2632461.760194192,1248491.6338496662,2635792.2347150804,1250380.2658312705
2187;1424;2601142.212049065,1233412.25321718,2601312.899766609,1233523.3914475332
2250;1124;2610983.039530196,1255084.1798886934,2614715.8630508296,1256948.9326163342
2323;1438;2600324.7071271283,1224443.6075645064,2625755.030593229,1240185.6674630225
2289;1382;2600612.2152525596,1228233.281585716,2600666.00434589,1228265.757132672
2485;1292;2630588.1042798692,1235887.6512879848,2636893.9952597823,1239166.207081163
2232;1163;2629130.4205693803,1233994.3053682642,2637883.048468472,1238554.9264465095
1987;1166;2643133.9282274796,1245445.9984067094,2643183.6337521337,1245475.1663190124
2384;1237;2624220.211078138,1242897.6451696386,2625190.342856627,1243401.0231100707
2515;1407;2591199.758837934,1223340.048264426,2599653.253394309,1228069.2994933801
1932;1194;2602569.6252408247,1213397.6263103073,2605076.9674838693,1214947.1949636175
2251;1279;2619486.8104885314,1240721.5020964956,2623880.6416004533,1243218.041408867
2429;1371;2617316.9116446744,1250782.0874777283,2619478.0420377743,1252001.8938873368
2351;1377;2598499.2657737765,1227826.037247663,2603446.5946987313,1230723.7284129811
2081;1359;2642428.7809364777,1250852.359637832,2642533.8985912334,1250921.0068712838
2017;1213;2593815.387581545,1221288.9643346604,2600850.7673675762,1225519.9587225912
2105;1106;2616668.4821758694,1226345.7032475048,2626743.6298047476,1231639.3437593998
2121;1193;2606522.5060230196,1255274.1768309663,2626006.0873389617,1266233.1171939645
2150;1312;2633382.316417338,1250662.073951706,2641009.0981476246,1255316.184477351
1953;1338;2616600.780161035,1252983.2215251622,2616751.4288565726,1253086.430923334
2204;1298;2597023.573166238,1251080.475152086,2604581.483525671,1255531.5494018788
2517;1204;2640728.858282966,1250012.0142198463,2649986.365650648,1254440.3173071283
2517;1159;2597187.0882724384,1224853.1406289015,2597389.056243277,1224946.1405805114
2322;1128;2605208.0648890156,1235008.0905894917,2606525.4140642006,1235648.0431603827
2554;1379;2612727.711106938,1230049.8669826502,2617735.756188112,1232753.8975883427
2431;1250;2606698.8743435615,1222319.6407028772,2623824.1252546073,1231125.3024218436
2409;1285;2606076.203073809,1221485.4455833659,2609853.7258525975,1223500.438016219
2044;1304;2613702.8234424046,1215621.2049096904,2630722.2660239,1226479.009765987
2428;1138;2632234.596083357,1244670.2347039897,2632346.0868821573,1244722.49027608
2420;1209;2603597.299404706,1240356.8884083105,2628336.603161336,1252716.3174338334
2334;1210;2601769.236473592,1228771.1854256808,2626099.338444354,1241384.4773642507
2514;1423;2608695.4068078185,1234384.9566910153,2610467.0252638543,1235387.746294412
2161;1149;2614290.104530126,1255213.3528154022,2623328.0109432554,1260018.7921808283
2484;1296;2621893.358502783,1245419.4561777795,2630260.607146659,1249784.9772093669
2158;1366;2594119.9995026137,1222568.3678643936,2602995.201857191,1228186.3133770688
2516;1353;2641779.109180005,1249118.483189351,2642139.613691035,1249312.3474991377
2505;1166;2637419.118831734,1244619.3746222607,2637650.8437130367,1244727.2353853742
2236;1365;2641036.331282451,1247981.910049016,2641259.537910045,1248118.1699088847
2447;1239;2605349.1783676976,1224654.9308285548,2624838.44756624,1234523.016050048
2422;1440;2595819.213496349,1243181.4526727227,2616429.5832521683,1255435.34716008
1951;1216;2607319.683497326,1234134.0597289135,2608143.276683604,1234647.3807512172
2180;1090;2628105.376651508,1241084.0533271888,2634983.1579660047,1244522.9439844373
2483;1433;2599588.526342295,1228926.3053751693,2625974.958656555,1244154.5605126375
2365;1107;2643049.6685640123,1245625.2122226928,2643792.3768726056,1245972.8562385968
2287;1433;2617187.5473458357,1225256.3637395864,2617230.5516935578,1225283.3096207785
2484;1107;2614276.61508567,1224995.710228286,2643269.138586442,1237916.2913536301
2385;1291;2597100.8016405967,1252126.681794735,2597184.4687174293,1252171.9707658838
2405;1413;2638878.6059375787,1248505.7835363788,2640417.604106037,1249409.9849551027
2404;1159;2624474.132118093,1234093.4021229162,2628956.1731714476,1236254.2530300869
1994;1232;2615521.881713922,1249423.3277486775,2618921.169794283,1251523.5899929123
2418;1193;2606088.1000069287,1216241.4095483923,2629449.3396939263,1227767.4471607113
2158;1126;2630474.083363409,1242385.0691951087,2632864.0654084245,1243632.1126532585
2330;1121;2596248.7511077295,1223986.742031194,2597623.177802834,1224648.0005398688
2476;1105;2601473.2297544875,1243842.5313115995,2614428.599794351,1249624.309944091
2047;1263;2604265.5825853013,1217798.8312102368,2605933.756280639,1218828.0951951963
2426;1183;2611561.0077988254,1252681.207733241,2612267.686408921,1253025.8082261276
2315;1181;2614894.3815691196,1237679.0892827727,2634760.095197828,1247813.6066890385
2017;1309;2636067.2385224043,1249511.2807497848,2638811.2315608007,1251292.0873374203
2325;1140;2611557.4378319853,1252787.5671056702,2612262.089719742,1253133.0738377317
2237;1394;2591833.7446869747,1215144.3636940627,2595960.7229576367,1217716.1150169515
2447;1426;2594241.5081508914,1244154.4090834886,2602411.2402319964,1248915.356344484
2230;1175;2602323.7855216693,1222202.6015112556,2602620.765014479,1222359.0817372876
2257;1389;2633379.5737912175,1245415.6556573191,2633583.9093131167,1245541.4075580358
2343;1159;2602350.498281595,1247275.347116474,2604776.456583828,1248475.3836816847
2041;1373;2605118.5250790045,1226554.3209567824,2622127.677771792,1237996.5388143016
1932;1382;2619012.5736546535,1238323.4388981313,2627703.6180769634,1244540.3247116054
2507;1322;2612152.08451835,1249509.9960084422,2612194.588277019,1249532.4092389806
2478;1133;2599900.128366835,1210347.6657016762,2632878.242089893,1225426.0365040265
2199;1163;2626643.863030923,1242333.3994999635,2626759.29122836,1242394.4467912866
2437;1308;2607979.03525621,1250158.4812771862,2608069.2264856426,1250206.889208289
2228;1314;2595051.815441043,1218302.875080131,2595669.6344836485,1218667.2441205187
2470;1176;2604479.0891955798,1233678.9276269514,2604566.4539744626,1233720.523165399
2130;1349;2608061.3371139276,1250502.589869209,2608185.37871634,1250581.1495507369
2291;1105;2610310.3141566752,1248378.0427192342,2630189.222990588,1257966.0803715577
2226;1139;2606046.525128586,1221965.0683097173,2606182.782778859,1222034.788643797
2013;1306;2633299.7267868253,1241384.9044011016,2633939.1503211143,1241799.7514630896
2144;1308;2597624.2338476977,1249403.2926241152,2614235.8171022558,1259537.5980797878
2347;1358;2623220.0644923276,1227048.2689944669,2636850.6206834973,1234935.0586440656
2102;1284;2591368.630144158,1214846.0744388541,2608352.8260536506,1225220.8163740532
2290;1219;2616763.534574827,1224976.4291415117,2643026.719221553,1238956.7007940696
2150;1319;2605586.152543849,1236405.3985440615,2605984.723196059,1236649.91700465
2452;1416;2597588.9865231067,1255466.1916194025,2607038.243834126,1260923.0221057006
2491;1178;2616438.023929563,1256284.5120632877,2616652.1353964168,1256385.7659002827
2390;1339;2599038.261527152,1217069.1027513458,2599212.853771031,1217166.9182386068
2303;1313;2610190.184959008,1241194.069265461,2610298.2597799017,1241255.6855224445
2453;1395;2601808.9864775706,1220361.1238854001,2601846.201706458,1220382.2878659535
2132;1154;2593886.249258476,1227943.217528656,2594087.1788671776,1228051.9758628218
2095;1340;2611720.04278941,1246068.6048714388,2612167.4880500827,1246354.7989761173
2144;1188;2604376.1683579907,1248021.5350897554,2607802.4142762274,1249920.03329445
1961;1314;2612231.9887177213,1245561.455229369,2612418.8005687823,1245686.6315538436
2515;1421;2605783.442781785,1232206.3156134696,2607254.885056185,1233037.6951251682
2172;1233;2594046.793194959,1233883.4793005541,2606667.6944371145,1241048.1069394022
2478;1268;2598855.367376853,1218530.4200336088,2624729.6760628615,1231770.3810561507
2140;1106;2601756.0529089575,1259865.330149928,2605726.0538411275,1261917.1156784235
2424;1112;2633652.470539185,1244841.962325943,2633701.6817148244,1244864.5377497508
1980;1081;2605213.0463923346,1258653.390246051,2605359.573180408,1258733.3879520646
2150;1373;2605798.9314724384,1257012.2202448505,2611796.440375127,1260842.2573254975
2506;1259;2642809.7093500914,1244052.7090693333,2647121.8111000666,1246219.0842102824
2433;1374;2609912.8565770932,1234518.432911546,2609968.3668163945,1234549.7814807198
2059;1431;2616856.923809313,1226254.343923833,2616960.6814960083,1226326.4552641248
1967;1371;2615865.5700979354,1216703.4313823294,2643778.115296482,1236158.4895761309
2069;1293;2612630.9816811234,1225640.0725677111,2615487.2249867423,1227425.0520718996
2151;1211;2602051.504314056,1253647.671440375,2605957.5089429463,1255846.7284397176
2183;1189;2609427.562980623,1249765.1608926775,2613600.453503264,1252037.9812460537
2151;1375;2603425.868138886,1230140.183813197,2603674.4601858743,1230299.0931877247
1934;1155;2607927.8441700093,1243486.6891103731,2613268.4749500626,1246676.1557861548
2150;1387;2608143.9755862714,1253123.206747738,2631463.1942730336,1268166.8143377563
2419;1345;2600122.005602289,1229949.1340444484,2600155.801420208,1229967.9250221667
2478;1277;2643902.2227413068,1246895.4629624302,2648305.2460268037,1249164.4947362717
2186;1168;2605415.8163036634,1246740.6381051487,2627793.477276187,1258697.2291462773
1965;1223;2616930.9982756707,1254630.8739309157,2617288.4598231562,1254853.3550874423
2048;1126;2599036.0638821474,1219165.536558972,2626687.758115575,1234368.5676658277
2548;1194;2591211.4895781227,1256164.4754233772,2605581.209394286,1262898.166734405
2233;1419;2590662.6769440495,1218648.1334460936,2598605.1346430094,1223695.3109986344
2247;1433;2590197.986963692,1230129.2695553289,2610555.0911365366,1243111.7930442858
2264;1146;2623697.440016338,1233851.4961074786,2629050.6804837766,1236561.2194182933
2330;1144;2594988.2922727135,1218060.1008466103,2595113.116216758,1218121.3877959608
2496;1429;2613231.0607836875,1237549.1881078817,2613274.4459895208,1237574.026833497
2187;1219;2606264.917914382,1230859.1624228766,2611678.4937411305,1233876.6059221022
1973;1318;2626041.7752243415,1229372.0678384034,2638445.9418504382,1237658.2774750968
1937;1394;2601782.1650063363,1218793.2255220674,2601805.1469998485,1218809.7649639654
2504;1151;2600683.306515627,1256997.1653306086,2600802.527409123,1257051.9669473872
2328;1094;2622535.4248751686,1239829.8502810553,2623440.653757909,1240255.2456408998
2554;1265;2614108.4912594347,1213316.683921388,2631727.962464577,1222043.6342246393
2034;1324;2602713.1074330797,1230502.7308796549,2603116.9561482156,1230765.609787639
1996;1289;2625254.0327751865,1231266.0614471724,2635743.3821885814,1238039.9950112333
2446;1404;2644322.458659605,1247347.3965599923,2644456.9753797697,1247424.6089373888
2157;1183;2620146.05643456,1245086.7904334788,2631170.044733817,1251132.8628294088
2461;1342;2635549.948795892,1255435.966517821,2645038.0189536265,1260609.8755595442
2296;1151;2597787.458426198,1226220.3585760556,2598255.880416002,1226455.181620596
2388;1402;2602025.1893096874,1215352.6040375014,2603877.964294293,1216440.3722654814
2234;1314;2619128.3338538744,1222598.6621143117,2640386.4787090197,1235102.3337077142
2536;1437;2607098.4143010317,1224228.6539192863,2608737.990116745,1225157.7037801614
2526;1185;2623361.5147242565,1243074.3493095145,2623500.3462670026,1243139.4781211356
2379;1434;2608856.869215169,1210009.2193990683,2648601.0754712624,1233966.0045067763
2297;1162;2598293.8753598332,1225976.5498669406,2598953.1335481023,1226310.053573849
2479;1214;2594429.6224560332,1244105.7787115078,2604637.1732639843,1249104.5551055588
2221;1361;2611136.2581669157,1251919.1907668442,2614917.851184952,1254236.5019318813
2153;1224;2613625.4960569725,1226788.6170468929,2624799.3183217295,1233141.0362071635
1945;1393;2614394.631751558,1259236.539611893,2614457.7122103237,1259281.7175445722
2468;1254;2606336.295122135,1225387.3213139812,2606522.901626256,1225482.1367743409
2211;1131;2609488.509227926,1230486.603158039,2624811.07228959,1238324.6035301518
2258;1389;2600214.9746273267,1254399.3520537028,2612511.6278990633,1261963.5909352098
2033;1118;2639483.7757934383,1241799.7137541154,2647673.8413622812,1246303.6455327512
2337;1281;2637144.7718086317,1247788.652848763,2645757.4629004477,1252509.6016243794
2321;1432;2621621.0270755924,1234465.3323833595,2622151.3442017958,1234792.5250264977
2260;1301;2605480.9428570764,1223011.4009261013,2612558.915061339,1227085.932712714
2064;1116;2613895.99451745,1254031.0886477905,2617664.904595743,1256068.9295622164
1928;1127;2622920.2956991303,1237338.457563853,2640849.2353793536,1247818.7039433196
2507;1438;2606349.2260658373,1250177.6155883763,2607804.0581639963,1251012.098459199
2275;1205;2612393.847332002,1236709.7069610176,2612717.2379370104,1236880.9973693849
2371;1244;2621894.8057920486,1234650.6036813622,2622075.680780816,1234745.5039285263
1950;1304;2592303.2334371535,1239559.8921500994,2616836.7526881797,1255965.8968184781
2275;1387;2640340.601772793,1247773.6908749342,2641010.943544688,1248182.3783639972
2445;1323;2591068.4910242064,1218532.4331168411,2598118.342390364,1222347.1379665043
2273;1182;2633646.8517243247,1243060.3219215882,2633683.6526783844,1243079.4590653183
2189;1130;2609394.288849432,1218690.566523834,2615880.5549686197,1222038.8902856803
2380;1128;2603251.2746612118,1260720.3871641802,2610505.7800534028,1264158.6569466977
2477;1349;2609444.940864275,1230624.84305897,2609959.422220559,1230905.0349643498
2168;1241;2609177.4449375016,1244527.3919644542,2632223.716259494,1257719.4688604837
2423;1315;2622048.4506191257,1240263.9866400736,2623506.0853846474,1241055.0678273046
2203;1376;2612234.913127565,1258083.3518994697,2617965.6336891884,1261662.7760904795
2411;1349;2608057.387172271,1221885.812290199,2642316.9556881892,1241054.6874158625
1961;1347;2601319.967122428,1231409.9656381519,2601452.8102172734,1231501.2148216073
2528;1175;2606687.952424634,1232369.3964773812,2607494.367934548,1232744.2138128835
1959;1151;2596688.211515092,1253619.0214313755,2598888.7756770947,1254911.9511661713
2194;1109;2599820.999764755,1233044.9174756093,2600003.897123813,1233137.3665053246
1937;1086;2616346.8684404837,1252475.9564762092,2616408.536370408,1252510.5312681026
2085;1109;2595836.107986709,1225354.2759293509,2635990.921942914,1246712.399995265
2130;1311;2641612.772862373,1248651.8064558366,2642678.4583456656,1249307.728365976
2441;1357;2594693.052654367,1216750.688336443,2601821.7528585345,1220713.6732512547
2014;1413;2617956.1809027656,1255855.0222401633,2635915.3991872757,1268455.010043546
2548;1341;2608828.109681238,1226837.3611656737,2643792.027695715,1245238.7010626176
2175;1238;2643375.6256723907,1247610.4797324876,2643455.4740998093,1247655.9290902552
2189;1409;2623616.82437843,1242640.932100417,2623751.676642052,1242727.7328493632
2379;1421;2597354.626002712,1211194.028288373,2622842.251950277,1226418.0368934546
2118;1358;2631421.6600142242,1239851.9227020284,2633216.5276183877,1241002.7396078138
2519;1220;2615973.6142815086,1226059.5440687004,2616029.761319999,1226086.7371560202
2182;1116;2629710.0732745905,1244278.1549897995,2630974.1235745265,1244924.6628425624
2218;1256;2602760.811081821,1257386.5781678958,2603084.134041629,1257569.6681757937
2200;1324;2595799.1988647752,1219146.6032369193,2615626.735202992,1231079.1751059187
2551;1384;2631479.713076122,1242249.071820083,2634620.7066699807,1243953.1624252968
2557;1109;2596710.674974697,1226560.1197938554,2596808.425145551,1226602.5151554027
2223;1129;2625843.689151647,1256163.1265978017,2641876.982987167,1264305.9915282116
2508;1281;2625366.3679990596,1234329.8855259079,2649518.144682633,1246665.7810329483
2376;1328;2607558.098757638,1219185.5105866094,2629964.9602450826,1231709.210946595
1957;1122;2620441.101049986,1238297.5920653779,2620590.6871025986,1238383.35371639
2064;1092;2616655.9201135,1253159.028731382,2617573.727466449,1253644.6128541632
2026;1153;2611616.309431131,1236874.0648106714,2611795.916668539,1236976.279590894
2355;1367;2617612.3011816754,1255772.8203919085,2618562.012564845,1256324.096596067
2379;1127;2617662.6917913053,1250511.3269086077,2636797.1748621855,1259575.876055679
1956;1189;2598977.3535026535,1237546.1497631469,2619691.941197414,1250137.992692119
2414;1241;2614146.8579814504,1224959.4892984473,2614272.179060469,1225023.9149235764
2268;1148;2608276.1985701737,1216562.518922438,2625127.4116295367,1225092.1452858192
2003;1178;2595577.355762547,1216933.7170114592,2608577.533385924,1224579.3531773794
2004;1397;2598483.9968770444,1243441.0037427682,2609750.3617221927,1251294.8518908082
2555;1107;2630982.3296334767,1242930.603828956,2634441.387381297,1244429.3032132369
2410;1415;2602930.8394842544,1235614.1260264416,2606373.592450339,1237635.4934318394
2468;1314;2626428.6077426225,1234896.9605659994,2626628.789744273,1235003.5404485639
1998;1205;2612889.522827675,1253793.4308004973,2614350.686777784,1254674.6633129504
2184;1138;2592440.181648874,1228558.0714815569,2649943.0165215447,1258520.629212829
2527;1090;2597409.79870791,1214277.2861290788,2602384.7387908027,1216423.184304921
2435;1328;2614773.456231876,1226247.4626893592,2614808.1246599914,1226266.3701524138
2331;1373;2621814.6711068023,1226195.4873473174,2646020.9935594844,1240453.4370373785
1932;1387;2605651.6360682743,1236563.2336885456,2605712.873254394,1236607.1964096364
2318;1108;2598320.7347012176,1216401.049249197,2599862.220405865,1217137.8767559915
2541;1207;2604979.678108614,1236470.0268464698,2613719.0406234553,1240621.3100245153
2401;1137;2642904.96596519,1245568.6920442728,2643136.6336951274,1245678.398920132
2155;1177;2632402.3034646064,1243295.562600619,2633838.65571189,1244080.0575403192
2172;1431;2618643.256194058,1222555.9290841043,2618722.5191055257,1222608.150643179
2143;1142;2636640.68118145,1246094.1049099592,2636665.061558983,1246107.0971596758
2550;1165;2601724.8864050363,1216572.9781243575,2602485.1916729403,1216920.3332761645
2212;1335;2598989.719953278,1211323.4641498802,2644937.342403749,1239054.0590736498
2353;1218;2599941.857810255,1212497.8339437237,2614413.459997817,1219988.8715401748
2107;1357;2602649.6595958546,1233608.0214798981,2620387.5483269263,1245031.996329478
2514;1325;2611917.4044801816,1249369.1487574396,2616677.974043078,1251878.1999391569
2420;1309;2615335.6107510948,1253650.271590184,2616009.5917543876,1254014.8340419647
2309;1202;2641921.9487058935,1248615.5117567007,2643963.8888315507,1249678.4879503085
2551;1165;2600636.5637546345,1217307.7321520105,2600671.8134810855,1217323.83012587
2052;1358;2632885.0755877844,1249006.3892962611,2638908.0055780676,1252992.3244457762
2125;1398;2616980.517357924,1252799.7020103275,2617413.828825894,1253084.7699784315
1935;1324;2626775.0586054684,1240358.8556942143,2626811.2508693407,1240383.619806549
2013;1260;2599500.2648309977,1256067.795529966,2605727.4340990125,1259965.5765919124
2276;1428;2629109.4643213735,1240451.7151047182,2629247.485866152,1240538.3121020575
2402;1114;2616801.288760296,1227842.7164551525,2637358.947107764,1237376.9510093068
1979;1260;2641194.3658503685,1251501.5744499085,2646892.3814633666,1255129.4166289773
2465;1404;2615619.290050068,1224925.2126634351,2615729.2387337126,1224987.8365789878
2401;1273;2596584.129637899,1246592.141724646,2618757.2817154676,1258348.2527595256
2306;1277;2601935.070292873,1215710.8214416576,2606369.114824436,1218166.274549553
2410;1235;2594678.8553927075,1245453.3780987367,2605581.242881313,1251040.2862101176
2136;1440;2601985.477860971,1216391.6892199104,2627618.058796277,1233672.0808616893
2379;1296;2612643.523154721,1224112.3662681687,2612672.5083429455,1224128.1564337583
2557;1238;2638670.8243639176,1253710.6511837516,2640476.0150296153,1254584.6543296783
2215;1368;2593652.0840782276,1249255.9544640472,2602183.2705915957,1254524.8768795272
2310;1271;2616175.7614166583,1253711.4316334217,2617235.439214882,1254294.4837899334
2228;1157;2599371.9434272456,1254413.314674211,2600466.838497278,1254981.8934875086
2413;1272;2603497.3318665395,1259599.4166209302,2608657.1674745684,1262319.396270086
2084;1182;2605770.4107421543,1240526.8640191942,2609862.7578229187,1242847.9553097235
2384;1434;2639674.178595951,1241864.5694417318,2644706.141704848,1244891.3459090802
2494;1277;2591761.0367086967,1225738.5759849863,2622906.014225006,1241685.703606609
1976;1271;2607090.989785878,1230701.9157045158,2607144.4688297613,1230736.3144215075
2183;1090;2604998.6235240824,1256995.0088766809,2606011.073510015,1257500.5381871099
2337;1247;2597285.751345785,1217572.2483712176,2601485.2630870403,1219813.0661467186
2210;1093;2625944.9536959496,1241821.7225456687,2628267.91945654,1242970.5920372189
2188;1119;2622968.154985594,1234802.5381900182,2631086.22008884,1238954.3274270075
2368;1146;2602778.1691364753,1219624.8266162171,2603658.1479085214,1220050.6947212701
2029;1302;2630474.4444461744,1240332.7459200732,2630655.194013008,1240448.732088638
2013;1285;2618854.9755568234,1223274.862322655,2644303.3709705677,1239519.8638659539
2329;1119;2600858.064186818,1244772.6687867148,2631664.294999036,1259573.9449906102
2446;1086;2622372.1173919616,1227759.6271106948,2636427.6593471942,1234000.1498267136
2143;1227;2615194.6994104087,1256332.4008587927,2615248.440257713,1256363.170816629
2359;1363;2611622.3914306522,1231179.7711548533,2611919.5105679785,1231351.442788671
1964;1111;2615445.681321912,1253303.7650684714,2617326.2641321267,1254367.577442274
2214;1386;2604176.783358746,1232258.5197484381,2635038.6615926838,1251578.5573420413
2429;1433;2599007.2140393835,1252229.4054888168,2617956.4584306646,1263408.601541804
1966;1411;2605793.465286332,1230007.447548132,2605833.632165841,1230036.275354331
1923;1119;2629706.83726554,1236036.6853552805,2630019.7859562505,1236218.7912236657
2051;1320;2627442.1281894916,1235279.6161326594,2627468.3891614904,1235296.517392064
2042;1116;2629095.0467218817,1248456.260887323,2641062.41303092,1254996.7020238983
1998;1433;2603357.927388093,1234414.9715233673,2603379.296142859,1234430.297562196
2045;1099;2593919.2384414505,1257220.1011144284,2607760.173952124,1264658.3349169858
2476;1099;2607806.582262397,1233935.7485797554,2612476.7653743196,1236008.6610353305
2122;1081;2638489.236963082,1241368.1018911765,2643490.60983603,1243915.9266205153
2169;1300;2598928.3988876664,1251592.6976752598,2600010.6100414214,1252241.325844868
2538;1397;2616001.1985570425,1222355.1613981223,2616512.5345644867,1222636.6178214478
2478;1436;2606692.321020793,1216298.7547166704,2625271.121777731,1227065.1622578173
2345;1237;2638960.897074194,1240949.894768266,2640816.791139563,1241928.8887805734
2022;1258;2613250.8268519845,1237034.5857614316,2613527.2694742233,1237206.576275169
2477;1304;2605346.5643969933,1244956.3060840627,2613997.953560099,1249510.771755718
2034;1238;2604713.269380131,1232050.9191145203,2606177.063834721,1232941.8618553178
2200;1360;2631909.6072438266,1250125.5509232732,2635172.8330037287,1252142.8177566675
1969;1438;2625778.386618914,1232964.4097930407,2636771.7203370472,1240993.0608274112
1923;1260;2634499.4342985176,1248880.8025786048,2634552.891085859,1248915.8288667225
1975;1265;2598832.6176750897,1218728.3579198187,2607377.383197636,1224201.3343178038
1935;1369;2622931.086306242,1237113.3160673042,2623005.5507170116,1237165.9991568874
2269;1128;2608078.021187678,1235870.4695566213,2608574.7888947725,1236117.4303206597
2546;1135;2606317.1295244633,1218330.4018846247,2634102.656837487,1230717.1157496213
